human_ensembl_gene,mouse_ensembl_gene,human_symbol,mouse_symbol,database_support
ENSG00000160221,ENSMUSG00000053329,C21orf33,Gatd3a,11.0
ENSG00000234741,ENSMUSG00000053332,GAS5,Gas5,2.0
ENSG00000144535,ENSMUSG00000053333,DIS3L2,Dis3l2,12.0
ENSG00000198855,ENSMUSG00000053334,FICD,Ficd,12.0
ENSG00000248385,ENSMUSG00000053338,TARM1,Tarm1,9.0
ENSG00000267710,ENSMUSG00000053367,AC006116.20,Epp13,5.0
ENSG00000133105,ENSMUSG00000053368,RXFP2,Rxfp2,11.0
ENSG00000250565,ENSMUSG00000053375,ATP6V1E2,Atp6v1e2,11.0
ENSG00000146755,ENSMUSG00000053388,TRIM50,Trim50,11.0
ENSG00000256574,ENSMUSG00000053391,OR13A1,Olfr211,9.0
ENSG00000142408,ENSMUSG00000053395,CACNG8,Cacng8,10.0
ENSG00000092621,ENSMUSG00000053398,PHGDH,Phgdh,12.0
ENSG00000140873,ENSMUSG00000053399,ADAMTS18,Adamts18,11.0
ENSG00000100307,ENSMUSG00000053411,CBX7,Cbx7,9.0
ENSG00000142149,ENSMUSG00000053414,HUNK,Hunk,12.0
ENSG00000112062,ENSMUSG00000053436,MAPK14,Mapk14,11.0
ENSG00000145808,ENSMUSG00000053441,ADAMTS19,Adamts19,12.0
ENSG00000163634,ENSMUSG00000053453,THOC7,Thoc7,12.0
ENSG00000115486,ENSMUSG00000053460,GGCX,Ggcx,12.0
ENSG00000143512,ENSMUSG00000053461,HHIPL2,Hhipl2,12.0
ENSG00000185352,ENSMUSG00000053465,HS6ST3,Hs6st3,10.0
ENSG00000042832,ENSMUSG00000053469,TG,Tg,11.0
ENSG00000115548,ENSMUSG00000053470,KDM3A,Kdm3a,12.0
ENSG00000123610,ENSMUSG00000053475,TNFAIP6,Tnfaip6,12.0
ENSG00000196628,ENSMUSG00000053477,TCF4,Tcf4,12.0
ENSG00000143258,ENSMUSG00000053483,USP21,Usp21,11.0
ENSG00000176979,ENSMUSG00000053490,TRIM60,Trim60,10.0
ENSG00000078618,ENSMUSG00000053510,NRD1,Nrd1,12.0
ENSG00000182132,ENSMUSG00000053519,KCNIP1,Kcnip1,11.0
ENSG00000205076,ENSMUSG00000053522,LGALS7,Lgals7,10.0
ENSG00000177613,ENSMUSG00000053536,CSTF2T,Cstf2t,11.0
ENSG00000187902,ENSMUSG00000053550,SHISA7,Shisa7,12.0
ENSG00000088881,ENSMUSG00000053552,EBF4,Ebf4,12.0
ENSG00000146540,ENSMUSG00000053553,C7orf50,3110082I17Rik,10.0
ENSG00000170545,ENSMUSG00000053559,SMAGP,Smagp,10.0
ENSG00000160888,ENSMUSG00000053560,IER2,Ier2,11.0
ENSG00000178982,ENSMUSG00000053565,EIF3K,Eif3k,12.0
ENSG00000256806,ENSMUSG00000053574,C17orf100,4930563E22Rik,6.0
ENSG00000170921,ENSMUSG00000053580,TANC2,Tanc2,12.0
ENSG00000178381,ENSMUSG00000053581,ZFAND2A,Zfand2a,11.0
ENSG00000147378,ENSMUSG00000053593,FATE1,Fate1,7.0
ENSG00000153574,ENSMUSG00000053604,RPIA,Rpia,11.0
ENSG00000107957,ENSMUSG00000053617,SH3PXD2A,Sh3pxd2a,11.0
ENSG00000038295,ENSMUSG00000053626,TLL1,Tll1,11.0
ENSG00000174485,ENSMUSG00000053641,DENND4A,Dennd4a,10.0
ENSG00000164904,ENSMUSG00000053644,ALDH7A1,Aldh7a1,11.0
ENSG00000164050,ENSMUSG00000053646,PLXNB1,Plxnb1,11.0
ENSG00000164850,ENSMUSG00000053647,GPER1,Gper1,10.0
ENSG00000104055,ENSMUSG00000053675,TGM5,Tgm5,11.0
ENSG00000174206,ENSMUSG00000053684,C12orf66,BC048403,12.0
ENSG00000105613,ENSMUSG00000053693,MAST1,Mast1,12.0
ENSG00000078114,ENSMUSG00000053702,NEBL,Nebl,6.0
ENSG00000164086,ENSMUSG00000053716,DUSP7,Dusp7,8.0
ENSG00000121775,ENSMUSG00000053730,TMEM39B,Tmem39b,11.0
ENSG00000187024,ENSMUSG00000053746,PTRH1,Ptrh1,10.0
ENSG00000168875,ENSMUSG00000053747,SOX14,Sox14,11.0
ENSG00000100888,ENSMUSG00000053754,CHD8,Chd8,11.0
ENSG00000106554,ENSMUSG00000053768,CHCHD3,Chchd3,12.0
ENSG00000163155,ENSMUSG00000053769,LYSMD1,Lysmd1,12.0
ENSG00000080511,ENSMUSG00000053773,RDH8,Rdh8,8.0
ENSG00000163960,ENSMUSG00000053774,UBXN7,Ubxn7,12.0
ENSG00000187624,ENSMUSG00000053783,C17orf97,1700016K19Rik,8.0
ENSG00000186832,ENSMUSG00000053797,KRT16,Krt16,10.0
ENSG00000138190,ENSMUSG00000053799,EXOC6,Exoc6,12.0
ENSG00000105447,ENSMUSG00000053801,GRWD1,Grwd1,10.0
ENSG00000196832,ENSMUSG00000053815,OR11G2,Olfr744,7.0
ENSG00000145349,ENSMUSG00000053819,CAMK2D,Camk2d,10.0
ENSG00000139220,ENSMUSG00000053825,PPFIA2,Ppfia2,11.0
ENSG00000015676,ENSMUSG00000053838,NUDCD3,Nudcd3,12.0
ENSG00000084652,ENSMUSG00000053841,TXLNA,Txlna,12.0
ENSG00000101670,ENSMUSG00000053846,LIPG,Lipg,11.0
ENSG00000156920,ENSMUSG00000053852,GPR112,Adgrg4,9.0
ENSG00000163793,ENSMUSG00000053856,DNAJC5G,Dnajc5g,12.0
ENSG00000186198,ENSMUSG00000053862,SLC51B,Slc51b,11.0
ENSG00000152595,ENSMUSG00000053863,MEPE,Mepe,12.0
ENSG00000254685,ENSMUSG00000053870,FPGT,Fpgt,9.0
ENSG00000080603,ENSMUSG00000053877,SRCAP,Srcap,9.0
ENSG00000104611,ENSMUSG00000053886,SH2D4A,Sh2d4a,11.0
ENSG00000138821,ENSMUSG00000053897,SLC39A8,Slc39a8,12.0
ENSG00000104823,ENSMUSG00000053898,ECH1,Ech1,12.0
ENSG00000168906,ENSMUSG00000053907,MAT2A,Mat2a,12.0
ENSG00000101883,ENSMUSG00000053909,RHOXF1,Rhox10,3.0
ENSG00000186280,ENSMUSG00000053914,KDM4D,Kdm4d,12.0
ENSG00000170191,ENSMUSG00000053916,NANP,Nanp,12.0
ENSG00000187954,ENSMUSG00000053929,CYHR1,Cyhr1,11.0
ENSG00000188803,ENSMUSG00000053930,SHISA6,Shisa6,12.0
ENSG00000117519,ENSMUSG00000053931,CNN3,Cnn3,12.0
ENSG00000101544,ENSMUSG00000053950,ADNP2,Adnp2,12.0
ENSG00000203685,ENSMUSG00000053963,C1orf95,Stum,11.0
ENSG00000171747,ENSMUSG00000053964,LGALS4,Lgals4,11.0
ENSG00000138735,ENSMUSG00000053965,PDE5A,Pde5a,10.0
ENSG00000153563,ENSMUSG00000053977,CD8A,Cd8a,11.0
ENSG00000142065,ENSMUSG00000053985,ZFP14,Zfp14,11.0
ENSG00000198680,ENSMUSG00000054000,TUSC1,Tusc1,11.0
ENSG00000156414,ENSMUSG00000054003,TDRD9,Tdrd9,11.0
ENSG00000070614,ENSMUSG00000054008,NDST1,Ndst1,11.0
ENSG00000258986,ENSMUSG00000054013,TMEM179,Tmem179,12.0
ENSG00000124523,ENSMUSG00000054021,SIRT5,Sirt5,12.0
ENSG00000111696,ENSMUSG00000054027,NT5DC3,Nt5dc3,11.0
ENSG00000204065,ENSMUSG00000054034,TCEAL5,Tceal5,11.0
ENSG00000167759,ENSMUSG00000054046,KLK13,Klk13,11.0
ENSG00000225830,ENSMUSG00000054051,ERCC6,Ercc6,11.0
ENSG00000197437,ENSMUSG00000054054,OR13G1,Olfr309,11.0
ENSG00000184363,ENSMUSG00000054065,PKP3,Pkp3,12.0
ENSG00000180592,ENSMUSG00000054074,SKIDA1,Skida1,12.0
ENSG00000011260,ENSMUSG00000054079,UTP18,Utp18,12.0
ENSG00000182472,ENSMUSG00000054083,CAPN12,Capn12,11.0
ENSG00000164096,ENSMUSG00000054091,C4orf3,1810037I17Rik,8.0
ENSG00000075303,ENSMUSG00000054099,SLC25A40,Slc25a40,12.0
ENSG00000010438,ENSMUSG00000054106,PRSS3,Try4,7.0
ENSG00000145604,ENSMUSG00000054115,SKP2,Skp2,11.0
ENSG00000177398,ENSMUSG00000054134,UMODL1,Umodl1,12.0
ENSG00000128165,ENSMUSG00000054136,ADM2,Adm2,11.0
ENSG00000170929,ENSMUSG00000054141,OR1M1,Olfr24,10.0
ENSG00000171346,ENSMUSG00000054146,KRT15,Krt15,12.0
ENSG00000176438,ENSMUSG00000054150,SYNE3,Syne3,11.0
ENSG00000125816,ENSMUSG00000054160,NKX2-4,Nkx2-4,12.0
ENSG00000105523,ENSMUSG00000054161,FAM83E,Fam83e,11.0
ENSG00000196104,ENSMUSG00000054162,SPOCK3,Spock3,11.0
ENSG00000105610,ENSMUSG00000054191,KLF1,Klf1,11.0
ENSG00000164932,ENSMUSG00000054196,CTHRC1,Cthrc1,11.0
ENSG00000116580,ENSMUSG00000054199,GON4L,Gon4l,11.0
ENSG00000186188,ENSMUSG00000054200,FFAR4,Ffar4,12.0
ENSG00000189292,ENSMUSG00000054204,FAM150B,Alkal2,11.0
ENSG00000197540,ENSMUSG00000054206,GZMM,Gzmm,12.0
ENSG00000144034,ENSMUSG00000054226,TPRKB,Tprkb,12.0
ENSG00000148690,ENSMUSG00000054237,FRA10AC1,Fra10ac1,11.0
ENSG00000068078,ENSMUSG00000054252,FGFR3,Fgfr3,9.0
ENSG00000135097,ENSMUSG00000054256,MSI1,Msi1,12.0
ENSG00000113594,ENSMUSG00000054263,LIFR,Lifr,12.0
ENSG00000242247,ENSMUSG00000054277,ARFGAP3,Arfgap3,12.0
ENSG00000183530,ENSMUSG00000054280,PRR14L,Prr14l,11.0
ENSG00000129518,ENSMUSG00000054302,EAPP,Eapp,12.0
ENSG00000119203,ENSMUSG00000054309,CPSF3,Cpsf3,11.0
ENSG00000266472,ENSMUSG00000054312,MRPS21,Mrps21,9.0
ENSG00000159708,ENSMUSG00000054320,LRRC36,Lrrc36,12.0
ENSG00000141384,ENSMUSG00000054321,TAF4B,Taf4b,10.0
ENSG00000104783,ENSMUSG00000054342,KCNN4,Kcnn4,9.0
ENSG00000188909,ENSMUSG00000054360,BSX,Bsx,12.0
ENSG00000162398,ENSMUSG00000054362,C1orf177,Lexm,12.0
ENSG00000143878,ENSMUSG00000054364,RHOB,Rhob,12.0
ENSG00000176903,ENSMUSG00000054383,PNMA1,Pnma1,11.0
ENSG00000198625,ENSMUSG00000054387,MDM4,Mdm4,11.0
ENSG00000217555,ENSMUSG00000054400,CKLF,Cklf,10.0
ENSG00000166750,ENSMUSG00000054404,SLFN5,Slfn5,12.0
ENSG00000126698,ENSMUSG00000054405,DNAJC8,Dnajc8,12.0
ENSG00000159961,ENSMUSG00000054406,OR3A3,Olfr411,2.0
ENSG00000129128,ENSMUSG00000054408,SPCS3,Spcs3,8.0
ENSG00000164841,ENSMUSG00000054409,TMEM74,Tmem74,12.0
ENSG00000162695,ENSMUSG00000054414,SLC30A7,Slc30a7,12.0
ENSG00000163586,ENSMUSG00000054422,FABP1,Fabp1,12.0
ENSG00000163618,ENSMUSG00000054423,CADPS,Cadps,9.0
ENSG00000130770,ENSMUSG00000054428,ATPIF1,Atpif1,11.0
ENSG00000188735,ENSMUSG00000054434,TMEM120B,Tmem120b,12.0
ENSG00000133574,ENSMUSG00000054435,GIMAP4,Gimap4,11.0
ENSG00000091704,ENSMUSG00000054446,CPA1,Cpa1,12.0
ENSG00000104964,ENSMUSG00000054452,AES,Tle5,10.0
ENSG00000147041,ENSMUSG00000054453,SYTL5,Sytl5,12.0
ENSG00000124164,ENSMUSG00000054455,VAPB,Vapb,11.0
ENSG00000163032,ENSMUSG00000054459,VSNL1,Vsnl1,11.0
ENSG00000172954,ENSMUSG00000054469,LCLAT1,Lclat1,12.0
ENSG00000144115,ENSMUSG00000054474,THNSL2,Thnsl2,10.0
ENSG00000080709,ENSMUSG00000054477,KCNN2,Kcnn2,10.0
ENSG00000137842,ENSMUSG00000054484,TMEM62,Tmem62,12.0
ENSG00000121377,ENSMUSG00000054497,TAS2R7,Tas2r130,10.0
ENSG00000169214,ENSMUSG00000054498,OR6F1,Olfr308,10.0
ENSG00000160570,ENSMUSG00000054499,DEDD2,Dedd2,12.0
ENSG00000102699,ENSMUSG00000054509,PARP4,Parp4,10.0
ENSG00000141569,ENSMUSG00000054517,TRIM65,Trim65,12.0
ENSG00000198551,ENSMUSG00000054519,ZNF627,Zfp867,3.0
ENSG00000087266,ENSMUSG00000054520,SH3BP2,Sh3bp2,10.0
ENSG00000166930,ENSMUSG00000054523,MS4A5,Ms4a5,12.0
ENSG00000186509,ENSMUSG00000054526,OR9Q1,Olfr1500,11.0
ENSG00000087128,ENSMUSG00000054537,TMPRSS11E,Tmprss11e,8.0
ENSG00000148848,ENSMUSG00000054555,ADAM12,Adam12,11.0
ENSG00000153246,ENSMUSG00000054580,PLA2R1,Pla2r1,11.0
ENSG00000101104,ENSMUSG00000054582,PABPC1L,Pabpc1l,11.0
ENSG00000170909,ENSMUSG00000054594,OSCAR,Oscar,11.0
ENSG00000163320,ENSMUSG00000054604,CGGBP1,Cggbp1,12.0
ENSG00000173120,ENSMUSG00000054611,KDM2A,Kdm2a,10.0
ENSG00000170430,ENSMUSG00000054612,MGMT,Mgmt,12.0
ENSG00000185432,ENSMUSG00000054619,METTL7A,Mettl7a1,10.0
ENSG00000183023,ENSMUSG00000054640,SLC8A1,Slc8a1,10.0
ENSG00000138722,ENSMUSG00000054641,MMRN1,Mmrn1,10.0
ENSG00000146281,ENSMUSG00000054659,PM20D2,Pm20d2,12.0
ENSG00000185101,ENSMUSG00000054662,ANO9,Ano9,11.0
ENSG00000171936,ENSMUSG00000054666,OR10H3,Olfr63,8.0
ENSG00000133124,ENSMUSG00000054667,IRS4,Irs4,10.0
ENSG00000183160,ENSMUSG00000054675,TMEM119,Tmem119,12.0
ENSG00000131943,ENSMUSG00000054676,C19orf12,1600014C10Rik,12.0
ENSG00000154548,ENSMUSG00000054679,SRSF12,Srsf12,6.0
ENSG00000164035,ENSMUSG00000054690,EMCN,Emcn,12.0
ENSG00000137845,ENSMUSG00000054693,ADAM10,Adam10,11.0
ENSG00000152056,ENSMUSG00000054702,AP1S3,Ap1s3,11.0
ENSG00000089847,ENSMUSG00000054708,ANKRD24,Ankrd24,11.0
ENSG00000182318,ENSMUSG00000054715,ZSCAN22,Zscan22,10.0
ENSG00000179965,ENSMUSG00000054716,ZNF771,Zfp771,10.0
ENSG00000164104,ENSMUSG00000054717,HMGB2,Hmgb2,12.0
ENSG00000171488,ENSMUSG00000054720,LRRC8C,Lrrc8c,12.0
ENSG00000187650,ENSMUSG00000054723,VMAC,Vmac,12.0
ENSG00000112137,ENSMUSG00000054728,PHACTR1,Phactr1,10.0
ENSG00000175806,ENSMUSG00000054733,MSRA,Msra,12.0
ENSG00000147118,ENSMUSG00000054737,ZNF182,Zfp182,9.0
ENSG00000106701,ENSMUSG00000054752,FSD1L,Fsd1l,11.0
ENSG00000205884,ENSMUSG00000054763,DEFB136,Defb42,11.0
ENSG00000168412,ENSMUSG00000054764,MTNR1A,Mtnr1a,12.0
ENSG00000119335,ENSMUSG00000054766,SET,Set,12.0
ENSG00000155729,ENSMUSG00000054770,KCTD18,Kctd18,11.0
ENSG00000114648,ENSMUSG00000054792,KLHL18,Klhl18,10.0
ENSG00000105767,ENSMUSG00000054793,CADM4,Cadm4,12.0
ENSG00000130402,ENSMUSG00000054808,ACTN4,Actn4,12.0
ENSG00000109189,ENSMUSG00000054814,USP46,Usp46,11.0
ENSG00000147548,ENSMUSG00000054823,WHSC1L1,Nsd3,10.0
ENSG00000163832,ENSMUSG00000054836,ELP6,Elp6,12.0
ENSG00000107518,ENSMUSG00000054843,ATRNL1,Atrnl1,12.0
ENSG00000178947,ENSMUSG00000054850,LINC00086,Smim10l2a,5.0
ENSG00000172602,ENSMUSG00000054855,RND1,Rnd1,12.0
ENSG00000219438,ENSMUSG00000054863,FAM19A5,Tafa5,11.0
ENSG00000249992,ENSMUSG00000054871,TMEM158,Tmem158,10.0
ENSG00000197136,ENSMUSG00000054874,PCNXL3,Pcnx3,12.0
ENSG00000096696,ENSMUSG00000054889,DSP,Dsp,9.0
ENSG00000074966,ENSMUSG00000054892,TXK,Txk,12.0
ENSG00000198046,ENSMUSG00000054893,ZNF667,Zfp667,10.0
ENSG00000125375,ENSMUSG00000054894,ATP5S,Dmac2l,11.0
ENSG00000214694,ENSMUSG00000054901,ARHGEF33,Arhgef33,12.0
ENSG00000109790,ENSMUSG00000054920,KLHL5,Klhl5,11.0
ENSG00000187626,ENSMUSG00000054931,ZKSCAN4,Zkscan4,9.0
ENSG00000081051,ENSMUSG00000054932,AFP,Afp,12.0
ENSG00000135643,ENSMUSG00000054934,KCNMB4,Kcnmb4,12.0
ENSG00000103343,ENSMUSG00000054939,ZNF174,Zfp174,12.0
ENSG00000180488,ENSMUSG00000054942,FAM73A,Miga1,12.0
ENSG00000197261,ENSMUSG00000054951,C6orf141,9130008F23Rik,11.0
ENSG00000116981,ENSMUSG00000054958,NT5C1A,Nt5c1a,10.0
ENSG00000152936,ENSMUSG00000054966,LMNTD1,Lmntd1,12.0
ENSG00000196150,ENSMUSG00000054967,ZNF250,Zfp647,11.0
ENSG00000144460,ENSMUSG00000054976,NYAP2,Nyap2,10.0
ENSG00000234438,ENSMUSG00000054978,KBTBD13,Kbtbd13,11.0
ENSG00000100012,ENSMUSG00000054986,SEC14L3,Sec14l3,12.0
ENSG00000144891,ENSMUSG00000054988,AGTR1,Agtr1b,10.0
ENSG00000168060,ENSMUSG00000054999,NAALADL1,Naaladl1,12.0
ENSG00000166159,ENSMUSG00000055003,LRTM2,Lrtm2,11.0
ENSG00000157985,ENSMUSG00000055013,AGAP1,Agap1,12.0
ENSG00000018236,ENSMUSG00000055022,CNTN1,Cntn1,12.0
ENSG00000100393,ENSMUSG00000055024,EP300,Ep300,12.0
ENSG00000182256,ENSMUSG00000055026,GABRG3,Gabrg3,11.0
ENSG00000115593,ENSMUSG00000055027,SMYD1,Smyd1,12.0
ENSG00000196171,ENSMUSG00000055033,OR6K2,Olfr420,11.0
ENSG00000170619,ENSMUSG00000055041,COMMD5,Commd5,10.0
ENSG00000107438,ENSMUSG00000055044,PDLIM1,Pdlim1,12.0
ENSG00000141905,ENSMUSG00000055053,NFIC,Nfic,11.0
ENSG00000100201,ENSMUSG00000055065,DDX17,Ddx17,11.0
ENSG00000185420,ENSMUSG00000055067,SMYD3,Smyd3,9.0
ENSG00000179331,ENSMUSG00000055069,RAB39A,Rab39,12.0
ENSG00000186297,ENSMUSG00000055078,GABRA5,Gabra5,11.0
ENSG00000171501,ENSMUSG00000055088,OR1N2,Olfr354,11.0
ENSG00000178172,ENSMUSG00000055095,SPINK6,Spink6,9.0
ENSG00000104537,ENSMUSG00000055114,ANXA13,Anxa13,6.0
ENSG00000133794,ENSMUSG00000055116,ARNTL,Arntl,10.0
ENSG00000100532,ENSMUSG00000055128,CGRRF1,Cgrrf1,12.0
ENSG00000175600,ENSMUSG00000055137,SUGCT,Sugct,7.0
ENSG00000127528,ENSMUSG00000055148,KLF2,Klf2,11.0
ENSG00000196263,ENSMUSG00000055150,ZNF471,Zfp78,5.0
ENSG00000111537,ENSMUSG00000055170,IFNG,Ifng,12.0
ENSG00000125823,ENSMUSG00000055177,CSTL1,Cstl1,10.0
ENSG00000196550,ENSMUSG00000055184,FAM72A,Fam72a,8.0
ENSG00000174562,ENSMUSG00000055193,KLK15,Klk15,12.0
ENSG00000169067,ENSMUSG00000055194,ACTBL2,Actbl2,12.0
ENSG00000163497,ENSMUSG00000055197,FEV,Fev,12.0
ENSG00000167565,ENSMUSG00000055200,SERTAD3,Sertad3,12.0
ENSG00000132466,ENSMUSG00000055204,ANKRD17,Ankrd17,12.0
ENSG00000186564,ENSMUSG00000055210,FOXD2,Foxd2,12.0
ENSG00000180287,ENSMUSG00000055214,PLD5,Pld5,12.0
ENSG00000187260,ENSMUSG00000055235,WDR86,Wdr86,8.0
ENSG00000176407,ENSMUSG00000055239,KCMF1,Kcmf1,11.0
ENSG00000148053,ENSMUSG00000055254,NTRK2,Ntrk2,12.0
ENSG00000106771,ENSMUSG00000055296,TMEM245,Tmem245,10.0
ENSG00000196344,ENSMUSG00000055301,ADH7,Adh7,11.0
ENSG00000179010,ENSMUSG00000055302,MRFAP1,Mrfap1,11.0
ENSG00000227160,ENSMUSG00000055312,THEM7P,Them7,1.0
ENSG00000137338,ENSMUSG00000055313,PGBD1,Pgbd1,7.0
ENSG00000107651,ENSMUSG00000055319,SEC23IP,Sec23ip,11.0
ENSG00000187079,ENSMUSG00000055320,TEAD1,Tead1,9.0
ENSG00000079308,ENSMUSG00000055322,TNS1,Tns1,10.0
ENSG00000086570,ENSMUSG00000055333,FAT2,Fat2,12.0
ENSG00000169371,ENSMUSG00000055334,SNUPN,Snupn,11.0
ENSG00000103546,ENSMUSG00000055368,SLC6A2,Slc6a2,11.0
ENSG00000115145,ENSMUSG00000055371,STAM2,Stam2,12.0
ENSG00000172461,ENSMUSG00000055373,FUT9,Fut9,12.0
ENSG00000178222,ENSMUSG00000055385,RNF212,Rnf212,10.0
ENSG00000116663,ENSMUSG00000055401,FBXO6,Fbxo6,11.0
ENSG00000171533,ENSMUSG00000055407,MAP6,Map6,12.0
ENSG00000243766,ENSMUSG00000055408,HOTTIP,Hottip,2.0
ENSG00000165973,ENSMUSG00000055409,NELL1,Nell1,11.0
ENSG00000118322,ENSMUSG00000055415,ATP10B,Atp10b,11.0
ENSG00000184226,ENSMUSG00000055421,PCDH9,Pcdh9,11.0
ENSG00000177432,ENSMUSG00000055430,NAP1L5,Nap1l5,10.0
ENSG00000178573,ENSMUSG00000055435,MAF,Maf,11.0
ENSG00000116754,ENSMUSG00000055436,SRSF11,Srsf11,11.0
ENSG00000196776,ENSMUSG00000055447,CD47,Cd47,11.0
ENSG00000171094,ENSMUSG00000055471,ALK,Alk,11.0
ENSG00000149639,ENSMUSG00000055485,SOGA1,Soga1,12.0
ENSG00000171714,ENSMUSG00000055489,ANO5,Ano5,12.0
ENSG00000148840,ENSMUSG00000055491,PPRC1,Pprc1,10.0
ENSG00000112425,ENSMUSG00000055493,EPM2A,Epm2a,9.0
ENSG00000243316,ENSMUSG00000055523,GUCY2GP,Gucy2g,1.0
ENSG00000111605,ENSMUSG00000055531,CPSF6,Cpsf6,12.0
ENSG00000165424,ENSMUSG00000055538,ZCCHC24,Zcchc24,10.0
ENSG00000080224,ENSMUSG00000055540,EPHA6,Epha6,11.0
ENSG00000167613,ENSMUSG00000055541,LAIR1,Lair1,10.0
ENSG00000145850,ENSMUSG00000055546,TIMD4,Timd4,11.0
ENSG00000173627,ENSMUSG00000055547,APOBEC4,Apobec4,11.0
ENSG00000105700,ENSMUSG00000055553,KXD1,Kxd1,10.0
ENSG00000169551,ENSMUSG00000055555,CT55,4930502E18Rik,3.0
ENSG00000133710,ENSMUSG00000055561,SPINK5,Spink5,9.0
ENSG00000144406,ENSMUSG00000055567,UNC80,Unc80,10.0
ENSG00000153230,ENSMUSG00000055571,OR14K1,Olfr305,1.0
ENSG00000130656,ENSMUSG00000055609,HBZ,Hba-x,12.0
ENSG00000144354,ENSMUSG00000055612,CDCA7,Cdca7,12.0
ENSG00000182272,ENSMUSG00000055629,B4GALNT4,B4galnt4,12.0
ENSG00000148357,ENSMUSG00000055632,HMCN2,Hmcn2,7.0
ENSG00000213015,ENSMUSG00000055633,ZNF580,Zfp580,10.0
ENSG00000276644,ENSMUSG00000055639,DACH1,Dach1,8.0
ENSG00000183655,ENSMUSG00000055652,KLHL25,Klhl25,12.0
ENSG00000147257,ENSMUSG00000055653,GPC3,Gpc3,12.0
ENSG00000101574,ENSMUSG00000055660,METTL4,Mettl4,11.0
ENSG00000074755,ENSMUSG00000055670,ZZEF1,Zzef1,12.0
ENSG00000176595,ENSMUSG00000055675,KBTBD11,Kbtbd11,11.0
ENSG00000105669,ENSMUSG00000055681,COPE,Cope,12.0
ENSG00000236187,ENSMUSG00000055691,GJA6P,Gja6,1.0
ENSG00000206140,ENSMUSG00000055692,TMEM191C,Tmem191c,6.0
ENSG00000167487,ENSMUSG00000055707,KLHL26,Klhl26,12.0
ENSG00000139737,ENSMUSG00000055717,SLAIN1,Slain1,12.0
ENSG00000138629,ENSMUSG00000055720,UBL7,Ubl7,10.0
ENSG00000133818,ENSMUSG00000055723,RRAS2,Rras2,12.0
ENSG00000163291,ENSMUSG00000055725,PAQR3,Paqr3,10.0
ENSG00000186310,ENSMUSG00000055733,NAP1L3,Nap1l3,12.0
ENSG00000112964,ENSMUSG00000055737,GHR,Ghr,12.0
ENSG00000188636,ENSMUSG00000055745,LDOC1L,Rtl6,12.0
ENSG00000152147,ENSMUSG00000055760,GEMIN6,Gemin6,11.0
ENSG00000185942,ENSMUSG00000055761,NKAIN3,Nkain3,10.0
ENSG00000104529,ENSMUSG00000055762,EEF1D,Eef1d,11.0
ENSG00000133020,ENSMUSG00000055775,MYH8,Myh8,9.0
ENSG00000134588,ENSMUSG00000055780,USP26,Usp26,8.0
ENSG00000173208,ENSMUSG00000055782,ABCD2,Abcd2,11.0
ENSG00000152284,ENSMUSG00000055799,TCF7L1,Tcf7l1,12.0
ENSG00000184922,ENSMUSG00000055805,FMNL1,Fmnl1,11.0
ENSG00000167646,ENSMUSG00000055809,DNAAF3,Dnaaf3,9.0
ENSG00000156282,ENSMUSG00000055811,CLDN17,Cldn17,12.0
ENSG00000057935,ENSMUSG00000055817,MTA3,Mta3,12.0
ENSG00000184517,ENSMUSG00000055835,ZFP1,Zfp1,11.0
ENSG00000165202,ENSMUSG00000055838,OR1Q1,Olfr357,10.0
ENSG00000103363,ENSMUSG00000055839,TCEB2,Elob,9.0
ENSG00000168894,ENSMUSG00000055850,RNF181,Rnf181,11.0
ENSG00000099840,ENSMUSG00000055862,IZUMO4,Izumo4,12.0
ENSG00000184599,ENSMUSG00000055865,FAM19A3,Tafa3,7.0
ENSG00000132326,ENSMUSG00000055866,PER2,Per2,12.0
ENSG00000214336,ENSMUSG00000055874,FOXI3,Foxi3,8.0
ENSG00000183260,ENSMUSG00000055882,ABHD16B,Abhd16b,12.0
ENSG00000187790,ENSMUSG00000055884,FANCM,Fancm,11.0
ENSG00000186150,ENSMUSG00000055891,UBL4B,Ubl4b,12.0
ENSG00000149507,ENSMUSG00000055895,OOSP2,Oosp2,8.0
ENSG00000159596,ENSMUSG00000055900,TMEM69,Tmem69,12.0
ENSG00000168890,ENSMUSG00000055912,TMEM150A,Tmem150a,12.0
ENSG00000198839,ENSMUSG00000055917,ZNF277,Zfp277,12.0
ENSG00000157426,ENSMUSG00000055923,AASDH,Aasdh,11.0
ENSG00000188277,ENSMUSG00000055926,C15orf62,Gm14137,11.0
ENSG00000140718,ENSMUSG00000055932,FTO,Fto,12.0
ENSG00000173908,ENSMUSG00000055937,KRT28,Krt28,12.0
ENSG00000134153,ENSMUSG00000055943,EMC7,Emc7,12.0
ENSG00000176381,ENSMUSG00000055945,PRR18,Prr18,11.0
ENSG00000205133,ENSMUSG00000055963,TRIQK,Triqk,9.0
ENSG00000253958,ENSMUSG00000055976,CLDN23,Cldn23,11.0
ENSG00000176920,ENSMUSG00000055978,FUT2,Fut2,9.0
ENSG00000169047,ENSMUSG00000055980,IRS1,Irs1,11.0
ENSG00000196652,ENSMUSG00000055991,ZKSCAN5,Zkscan5,11.0
ENSG00000167207,ENSMUSG00000055994,NOD2,Nod2,12.0
ENSG00000164659,ENSMUSG00000056004,KIAA1324L,9330182L06Rik,12.0
