mouse_ensembl_gene,chromosome,strand,start,end,coding_start,coding_end,KO_intervals,mouse_symbol
ENSMUSG00000053553,chr5,-,139359739,139460527,139360548,139455545,"[[139360548, 139460527]]",3110082I17Rik
ENSMUSG00000053559,chr15,-,100621339,100636940,100621851,100636220,"[[100621851, 100636940]]",Smagp
ENSMUSG00000053560,chr8,-,84661331,84662854,84662089,84662751,"[[84662089, 84662854]]",Ier2
ENSMUSG00000053565,chr7,-,28971372,28981864,28971410,28981732,"[[28971410, 28981864]]",Eif3k
ENSMUSG00000053580,chr11,+,105589986,105929304,105625058,105923713,"[[105589986, 105923713]]",Tanc2
ENSMUSG00000053581,chr5,-,139471211,139484549,139473542,139482756,"[[139473542, 139484549]]",Zfand2a
ENSMUSG00000053593,chrX,+,71972986,71989046,71987650,71988599,"[[71972986, 71988599]]",Fate1
ENSMUSG00000053604,chr6,-,70765720,70792232,70766557,70792149,"[[70766557, 70792232]]",Rpia
ENSMUSG00000053617,chr19,-,47260174,47464401,47266990,47464135,"[[47266990, 47464401]]",Sh3pxd2a
ENSMUSG00000053626,chr8,-,64014931,64206271,64016049,64205383,"[[64016049, 64206271]]",Tll1
ENSMUSG00000053641,chr9,+,64811340,64919667,64838834,64917092,"[[64811340, 64917092]]",Dennd4a
ENSMUSG00000053644,chr18,-,56524722,56572951,56526956,56562226,"[[56526956, 56572951]]",Aldh7a1
ENSMUSG00000053646,chr9,+,109095389,109119917,109100078,109117941,"[[109095389, 109117941]]",Plxnb1
ENSMUSG00000053647,chr5,+,139423151,139427800,139425902,139427026,"[[139423151, 139427026]]",Gper1
ENSMUSG00000053675,chr2,-,121046111,121085841,121046382,121085671,"[[121046382, 121085841]]",Tgm5
ENSMUSG00000053684,chr10,+,121739937,121752878,121739976,121751116,"[[121739937, 121751116]]",BC048403
ENSMUSG00000053693,chr8,-,84911903,84937359,84911930,84937277,"[[84911930, 84937359]]",Mast1
ENSMUSG00000053702,chr2,-,17343909,17731043,17348697,17730861,"[[17348697, 17731043]]",Nebl
ENSMUSG00000053716,chr9,+,106368632,106375724,106368798,106373943,"[[106368632, 106373943]]",Dusp7
ENSMUSG00000053730,chr4,-,129676355,129696838,129676569,129696718,"[[129676569, 129696838]]",Tmem39b
ENSMUSG00000053746,chr2,+,32775786,32777597,32775830,32777301,"[[32775786, 32777301]]",Ptrh1
ENSMUSG00000053747,chr9,-,99874106,99876170,99874965,99875684,"[[99874965, 99876170]]",Sox14
ENSMUSG00000053754,chr14,-,52198151,52257780,52198595,52237572,"[[52198595, 52257780]]",Chd8
ENSMUSG00000053768,chr6,-,32790976,33060260,32792906,33060080,"[[32792906, 33060260]]",Chchd3
ENSMUSG00000053769,chr3,+,95134088,95139518,95134817,95138531,"[[95134088, 95138531]]",Lysmd1
ENSMUSG00000053773,chr9,+,20818503,20826117,20818504,20825664,"[[20818503, 20825664]]",Rdh8
ENSMUSG00000053774,chr16,+,32332257,32393747,32332288,32384932,"[[32332257, 32384932]]",Ubxn7
ENSMUSG00000053783,chr11,+,75999912,76003569,76000062,76003482,"[[75999912, 76003482]]",1700016K19Rik
ENSMUSG00000053797,chr11,-,100246091,100248902,100246237,100248890,"[[100246237, 100248902]]",Krt16
ENSMUSG00000053799,chr19,+,37520879,37684059,37536778,37682975,"[[37520879, 37682975]]",Exoc6
ENSMUSG00000053801,chr7,-,45825223,45830944,45825779,45830781,"[[45825779, 45830944]]",Grwd1
ENSMUSG00000053815,chr14,+,50614879,50619839,50618224,50619192,"[[50614879, 50619192]]",Olfr744
ENSMUSG00000053819,chr3,+,126596951,126846326,126597440,126842758,"[[126596951, 126842758]]",Camk2d
ENSMUSG00000053825,chr10,+,106470339,106935952,106474634,106929109,"[[106470339, 106929109]]",Ppfia2
ENSMUSG00000053838,chr11,-,6105691,6200415,6108248,6200134,"[[6108248, 6200415]]",Nudcd3
ENSMUSG00000053841,chr4,-,129626078,129641065,129628884,129640421,"[[129628884, 129641065]]",Txlna
ENSMUSG00000053846,chr18,-,74939322,74961263,74941320,74960974,"[[74941320, 74961263]]",Lipg
ENSMUSG00000053852,chrX,+,56870163,57001558,56872551,57001523,"[[56870163, 57001523]]",Adgrg4
ENSMUSG00000053856,chr5,+,31108307,31112526,31108890,31111693,"[[31108307, 31111693]]",Dnajc5g
ENSMUSG00000053862,chr9,-,65412714,65422955,65412800,65415257,"[[65412800, 65422955]]",Slc51b
ENSMUSG00000053863,chr5,+,104325329,104338611,104325395,104338318,"[[104325329, 104338318]]",Mepe
ENSMUSG00000053870,chr3,-,155084918,155093403,155086619,155093356,"[[155086619, 155093403]]",Fpgt
ENSMUSG00000053877,chr7,+,127511983,127561219,127516148,127560766,"[[127511983, 127560766]]",Srcap
ENSMUSG00000053886,chr8,+,68276567,68347699,68282231,68347268,"[[68276567, 68347268]]",Sh2d4a
ENSMUSG00000053897,chr3,+,135825279,135888572,135826472,135886951,"[[135825279, 135886951]]",Slc39a8
ENSMUSG00000053898,chr7,+,28825217,28832247,28825361,28832105,"[[28825217, 28832105]]",Ech1
ENSMUSG00000053907,chr6,-,72432799,72439558,72433225,72439436,"[[72433225, 72439558]]",Mat2a
ENSMUSG00000053909,chrX,+,38066475,38071691,38066597,38071638,"[[38066475, 38071638]]",Rhox10
ENSMUSG00000053914,chr9,-,14462548,14500482,14463031,14464560,"[[14463031, 14500482]]",Kdm4d
ENSMUSG00000053916,chr2,-,151029685,151039398,151030263,151039326,"[[151030263, 151039398]]",Nanp
ENSMUSG00000053929,chr15,-,76643395,76660117,76646186,76659311,"[[76646186, 76660117]]",Cyhr1
ENSMUSG00000053930,chr11,-,66211725,66525964,66217475,66525964,"[[66217475, 66525964]]",Shisa6
ENSMUSG00000053931,chr3,+,121426497,121458207,121426772,121457837,"[[121426497, 121457837]]",Cnn3
ENSMUSG00000053950,chr18,-,80126311,80151482,80127698,80142756,"[[80127698, 80151482]]",Adnp2
ENSMUSG00000053963,chr1,-,180432387,180483504,180438332,180483329,"[[180438332, 180483504]]",Stum
ENSMUSG00000053964,chr7,+,28833854,28841708,28834182,28841630,"[[28833854, 28841630]]",Lgals4
ENSMUSG00000053965,chr3,+,122728947,122859374,122729246,122855329,"[[122728947, 122855329]]",Pde5a
ENSMUSG00000053977,chr6,+,71373427,71379173,71373553,71376908,"[[71373427, 71376908]]",Cd8a
ENSMUSG00000053985,chr7,-,30036359,30051380,30038056,30044734,"[[30038056, 30051380]]",Zfp14
ENSMUSG00000054000,chr4,-,93334138,93335511,93334806,93335420,"[[93334806, 93335511]]",Tusc1
ENSMUSG00000054003,chr12,+,111971559,112068854,111971642,112068277,"[[111971559, 112068277]]",Tdrd9
ENSMUSG00000054008,chr18,-,60684494,60748650,60688721,60713235,"[[60688721, 60748650]]",Ndst1
ENSMUSG00000054013,chr12,-,112500189,112516747,112501746,112511048,"[[112501746, 112516747]]",Tmem179
ENSMUSG00000054021,chr13,+,43365496,43395203,43370754,43394809,"[[43365496, 43394809]]",Sirt5
ENSMUSG00000054027,chr10,+,86779005,86838389,86779110,86834180,"[[86779005, 86834180]]",Nt5dc3
ENSMUSG00000054034,chrX,-,136200948,136203876,136201188,136201787,"[[136201188, 136203876]]",Tceal5
ENSMUSG00000054046,chr7,+,43712567,43727534,43713831,43726730,"[[43712567, 43726730]]",Klk13
ENSMUSG00000054051,chr14,+,32513521,32580990,32516957,32577099,"[[32513521, 32577099]]",Ercc6
ENSMUSG00000054054,chr7,-,86304474,86313708,86306188,86307111,"[[86306188, 86313708]]",Olfr309
ENSMUSG00000054065,chr7,+,141078218,141090510,141078324,141090163,"[[141078218, 141090163]]",Pkp3
ENSMUSG00000054074,chr2,-,18044083,18049051,18045613,18048339,"[[18045613, 18049051]]",Skida1
ENSMUSG00000054079,chr11,-,93859243,93885766,93860816,93885657,"[[93860816, 93885766]]",Utp18
ENSMUSG00000054083,chr7,+,28881422,28893563,28881724,28892985,"[[28881422, 28892985]]",Capn12
ENSMUSG00000054091,chr3,+,122924203,122926184,122924460,122924654,"[[122924203, 122924654]]",1810037I17Rik
ENSMUSG00000054099,chr5,+,8422850,8454797,8427417,8453295,"[[8422850, 8453295]]",Slc25a40
ENSMUSG00000054106,chr6,+,41302269,41305532,41302285,41305485,"[[41302269, 41305485]]",Try4
ENSMUSG00000054115,chr15,-,9111985,9155424,9113657,9140191,"[[9113657, 9155424]]",Skp2
ENSMUSG00000054134,chr17,+,30954640,31010710,30954748,31008738,"[[30954640, 31008738]]",Umodl1
ENSMUSG00000054136,chr15,+,89322720,89324731,89323288,89324308,"[[89322720, 89324308]]",Adm2
ENSMUSG00000054141,chr9,-,18751507,18763996,18754695,18755633,"[[18754695, 18763996]]",Olfr24
ENSMUSG00000054146,chr11,-,100131758,100135928,100132020,100135858,"[[100132020, 100135928]]",Krt15
ENSMUSG00000054150,chr12,-,104929933,105009809,104932168,104975881,"[[104932168, 105009809]]",Syne3
ENSMUSG00000054160,chr2,-,147083316,147085445,147083879,147085345,"[[147083879, 147085445]]",Nkx2-4
ENSMUSG00000054161,chr7,+,45721212,45729492,45722181,45728996,"[[45721212, 45728996]]",Fam83e
ENSMUSG00000054162,chr8,+,62951009,63357103,62951800,63355378,"[[62951009, 63355378]]",Spock3
ENSMUSG00000054191,chr8,+,84901928,84905291,84901975,84904936,"[[84901928, 84904936]]",Klf1
ENSMUSG00000054196,chr15,+,39076932,39087121,39077004,39086762,"[[39076932, 39086762]]",Cthrc1
ENSMUSG00000054199,chr3,+,88835231,88910103,88837016,88909384,"[[88835231, 88909384]]",Gon4l
ENSMUSG00000054200,chr19,+,38097071,38114263,38097127,38114001,"[[38097071, 38114001]]",Ffar4
ENSMUSG00000054204,chr12,+,30884322,30893854,30884784,30890094,"[[30884322, 30890094]]",Alkal2
ENSMUSG00000054206,chr10,+,79689020,79695261,79689411,79695157,"[[79689020, 79695157]]",Gzmm
ENSMUSG00000054226,chr6,+,85911877,85930284,85924382,85928859,"[[85911877, 85928859]]",Tprkb
ENSMUSG00000054237,chr19,-,38188481,38224138,38188761,38221913,"[[38188761, 38224138]]",Fra10ac1
ENSMUSG00000054252,chr5,+,33721674,33737068,33722409,33735557,"[[33721674, 33735557]]",Fgfr3
ENSMUSG00000054256,chr5,+,115429599,115455698,115429748,115451495,"[[115429599, 115451495]]",Msi1
ENSMUSG00000054263,chr15,+,7090614,7197489,7154409,7191166,"[[7090614, 7191166]]",Lifr
ENSMUSG00000054277,chr15,-,83299739,83350247,83300688,83350149,"[[83300688, 83350247]]",Arfgap3
ENSMUSG00000054280,chr5,-,32789820,32854256,32793535,32854122,"[[32793535, 32854256]]",Prr14l
ENSMUSG00000054302,chr12,-,54670340,54695897,54673586,54695784,"[[54673586, 54695897]]",Eapp
ENSMUSG00000054309,chr12,+,21285391,21315056,21286495,21314746,"[[21285391, 21314746]]",Cpsf3
ENSMUSG00000054312,chr3,-,95862634,95871519,95862755,95870576,"[[95862755, 95871519]]",Mrps21
ENSMUSG00000054320,chr8,+,105413622,105464086,105413641,105463965,"[[105413622, 105463965]]",Lrrc36
ENSMUSG00000054321,chr18,+,14783245,14900359,14783595,14898125,"[[14783245, 14898125]]",Taf4b
ENSMUSG00000054342,chr7,+,24370263,24385205,24370437,24384170,"[[24370263, 24384170]]",Kcnn4
ENSMUSG00000054360,chr9,+,40874127,40880057,40874178,40877844,"[[40874127, 40877844]]",Bsx
ENSMUSG00000054362,chr4,-,106590909,106617238,106591618,106617219,"[[106591618, 106617238]]",Lexm
ENSMUSG00000054364,chr12,-,8497661,8500009,8499045,8499632,"[[8499045, 8500009]]",Rhob
ENSMUSG00000054383,chr12,-,84146131,84148489,84146869,84147927,"[[84146869, 84148489]]",Pnma1
ENSMUSG00000054387,chr1,-,132959484,133030561,132963103,133018854,"[[132963103, 133030561]]",Mdm4
ENSMUSG00000054400,chr8,+,104250861,104264938,104251018,104263510,"[[104250861, 104263510]]",Cklf
ENSMUSG00000054404,chr11,+,82952095,82964840,82956291,82961701,"[[82952095, 82961701]]",Slfn5
ENSMUSG00000054405,chr4,+,132535550,132553742,132535586,132553257,"[[132535550, 132553257]]",Dnajc8
ENSMUSG00000054406,chr11,-,74345129,74352650,74346638,74347582,"[[74346638, 74352650]]",Olfr411
ENSMUSG00000054408,chr8,-,54520433,54529998,54523266,54529905,"[[54523266, 54529998]]",Spcs3
ENSMUSG00000054409,chr15,-,43864646,43870036,43866731,43867645,"[[43866731, 43870036]]",Tmem74
ENSMUSG00000054414,chr3,-,115938973,116007406,115946667,116007214,"[[115946667, 116007406]]",Slc30a7
ENSMUSG00000054422,chr6,+,71199827,71205023,71199927,71204951,"[[71199827, 71204951]]",Fabp1
ENSMUSG00000054423,chr14,-,12372565,12823079,12373617,12822738,"[[12373617, 12823079]]",Cadps
ENSMUSG00000054428,chr4,-,132530555,132533659,132530685,132533568,"[[132530685, 132533659]]",Atpif1
ENSMUSG00000054434,chr5,+,123076275,123117749,123076427,123116754,"[[123076275, 123116754]]",Tmem120b
ENSMUSG00000054435,chr6,+,48684549,48692060,48686852,48691426,"[[48684549, 48691426]]",Gimap4
ENSMUSG00000054446,chr6,+,30639218,30645363,30639464,30645283,"[[30639218, 30645283]]",Cpa1
ENSMUSG00000054452,chr10,+,81559494,81566362,81559642,81565690,"[[81559494, 81565690]]",Tle5
ENSMUSG00000054453,chrX,+,9885622,9994543,9885661,9994540,"[[9885622, 9994540]]",Sytl5
ENSMUSG00000054455,chr2,+,173737511,173784339,173737693,173778218,"[[173737511, 173778218]]",Vapb
ENSMUSG00000054459,chr12,-,11325242,11436613,11326310,11386976,"[[11326310, 11436613]]",Vsnl1
ENSMUSG00000054469,chr17,+,73107985,73243368,73161827,73240217,"[[73107985, 73240217]]",Lclat1
ENSMUSG00000054474,chr6,-,71128166,71144439,71128633,71141442,"[[71128633, 71144439]]",Thnsl2
ENSMUSG00000054477,chr18,+,45269005,45686024,45559359,45685559,"[[45269005, 45685559]]",Kcnn2
ENSMUSG00000054484,chr2,+,120977017,121007852,120977299,121007142,"[[120977017, 121007142]]",Tmem62
ENSMUSG00000054497,chr6,-,131629823,131630912,131629895,131630830,"[[131629895, 131630912]]",Tas2r130
ENSMUSG00000054498,chr7,-,86318218,86325630,86321027,86321950,"[[86321027, 86325630]]",Olfr308
ENSMUSG00000054499,chr7,-,25202840,25220615,25203543,25219128,"[[25203543, 25220615]]",Dedd2
ENSMUSG00000054509,chr14,+,56575619,56659794,56584160,56659427,"[[56575619, 56659427]]",Parp4
ENSMUSG00000054517,chr11,-,116121846,116131126,116124579,116131005,"[[116124579, 116131126]]",Trim65
ENSMUSG00000054519,chr11,-,59461197,59472474,59463083,59472367,"[[59463083, 59472474]]",Zfp867
ENSMUSG00000054520,chr5,+,34525838,34563641,34543455,34562493,"[[34525838, 34562493]]",Sh3bp2
ENSMUSG00000054523,chr19,-,11273866,11283873,11274200,11283793,"[[11274200, 11283873]]",Ms4a5
ENSMUSG00000054526,chr19,-,13826882,13830481,13827462,13828394,"[[13827462, 13830481]]",Olfr1500
ENSMUSG00000054537,chr5,-,86705186,86745815,86707276,86745758,"[[86707276, 86745815]]",Tmprss11e
ENSMUSG00000054555,chr7,-,133883199,134232146,133887945,134224877,"[[133887945, 134232146]]",Adam12
ENSMUSG00000054580,chr2,-,60417543,60553308,60420016,60553130,"[[60420016, 60553308]]",Pla2r1
ENSMUSG00000054582,chr2,+,164025450,164050538,164025481,164050036,"[[164025450, 164050036]]",Pabpc1l
ENSMUSG00000054594,chr7,-,3609813,3616157,3610767,3616077,"[[3610767, 3616157]]",Oscar
ENSMUSG00000054604,chr16,+,64851996,64859507,64855573,64856073,"[[64851996, 64856073]]",Cggbp1
ENSMUSG00000054611,chr19,-,4314419,4398285,4319103,4394833,"[[4319103, 4398285]]",Kdm2a
ENSMUSG00000054612,chr7,+,136894614,137130266,136951280,137128091,"[[136894614, 137128091]]",Mgmt
ENSMUSG00000054619,chr15,+,100304140,100328662,100304241,100328319,"[[100304140, 100328319]]",Mettl7a1
ENSMUSG00000054640,chr17,-,81373105,81738377,81386022,81649607,"[[81386022, 81738377]]",Slc8a1
ENSMUSG00000054641,chr6,+,60944476,60989378,60944561,60988616,"[[60944476, 60988616]]",Mmrn1
ENSMUSG00000054659,chr4,-,33174230,33189737,33174329,33189380,"[[33174329, 33189737]]",Pm20d2
ENSMUSG00000054662,chr7,-,141101212,141117806,141101903,141117719,"[[141101903, 141117806]]",Ano9
ENSMUSG00000054666,chr17,+,33264676,33275644,33268726,33269673,"[[33264676, 33269673]]",Olfr63
ENSMUSG00000054667,chrX,-,141710998,141725263,141721551,141725198,"[[141721551, 141725263]]",Irs4
ENSMUSG00000054675,chr5,-,113793729,113800516,113794899,113795738,"[[113794899, 113800516]]",Tmem119
ENSMUSG00000054676,chr7,+,38183217,38197568,38188617,38194967,"[[38183217, 38194967]]",1600014C10Rik
ENSMUSG00000054679,chr4,+,33208991,33233340,33209082,33231290,"[[33208991, 33231290]]",Srsf12
ENSMUSG00000054690,chr3,+,137341067,137432185,137341240,137427336,"[[137341067, 137427336]]",Emcn
ENSMUSG00000054693,chr9,+,70678997,70780229,70679205,70778091,"[[70678997, 70778091]]",Adam10
ENSMUSG00000054702,chr1,-,79606876,79671972,79609170,79671852,"[[79609170, 79671972]]",Ap1s3
ENSMUSG00000054708,chr10,+,81628540,81647610,81629713,81647174,"[[81628540, 81647174]]",Ankrd24
ENSMUSG00000054715,chr7,+,12897815,12909083,12903683,12907318,"[[12897815, 12907318]]",Zscan22
ENSMUSG00000054716,chr7,+,127244274,127254803,127244994,127254614,"[[127244274, 127254614]]",Zfp771
ENSMUSG00000054717,chr8,+,57511907,57515999,57512599,57514124,"[[57511907, 57514124]]",Hmgb2
ENSMUSG00000054720,chr5,+,105519388,105613018,105579472,105608769,"[[105519388, 105608769]]",Lrrc8c
ENSMUSG00000054723,chr17,-,56713936,56718022,56715487,56716824,"[[56715487, 56718022]]",Vmac
ENSMUSG00000054728,chr13,+,42680623,43138526,42682698,43135186,"[[42680623, 43135186]]",Phactr1
ENSMUSG00000054733,chr14,-,64122625,64455903,64123192,64440845,"[[64123192, 64455903]]",Msra
ENSMUSG00000054737,chrX,-,21028939,21062052,21030067,21062005,"[[21030067, 21062052]]",Zfp182
ENSMUSG00000054752,chr4,+,53631471,53707009,53631598,53701160,"[[53631471, 53701160]]",Fsd1l
ENSMUSG00000054763,chr14,+,63046991,63048610,63047564,63048397,"[[63046991, 63048397]]",Defb42
ENSMUSG00000054764,chr8,+,45069137,45088506,45069210,45088062,"[[45069137, 45088062]]",Mtnr1a
ENSMUSG00000054766,chr2,+,30057378,30072577,30062172,30070939,"[[30057378, 30070939]]",Set
ENSMUSG00000054770,chr1,-,57955101,57970128,57956331,57967689,"[[57956331, 57970128]]",Kctd18
ENSMUSG00000054792,chr9,-,110425926,110476694,110428634,110476594,"[[110428634, 110476694]]",Klhl18
ENSMUSG00000054793,chr7,+,24482023,24504539,24482099,24503618,"[[24482023, 24503618]]",Cadm4
ENSMUSG00000054808,chr7,-,28893248,28962340,28894232,28962183,"[[28894232, 28962340]]",Actn4
ENSMUSG00000054814,chr5,-,73998453,74068431,74002039,74068285,"[[74002039, 74068431]]",Usp46
ENSMUSG00000054823,chr8,+,25601601,25719667,25640621,25714397,"[[25601601, 25714397]]",Nsd3
ENSMUSG00000054836,chr9,+,110305173,110322102,110305296,110320940,"[[110305173, 110320940]]",Elp6
ENSMUSG00000054843,chr19,+,57611034,58133343,57611354,58131211,"[[57611034, 58131211]]",Atrnl1
ENSMUSG00000054850,chrX,+,56374586,56377799,56374637,56374870,"[[56374586, 56374870]]",Smim10l2a
ENSMUSG00000054855,chr15,-,98663421,98677461,98663783,98677349,"[[98663783, 98677461]]",Rnd1
ENSMUSG00000054863,chr15,+,87544299,87759364,87544492,87757302,"[[87544299, 87757302]]",Tafa5
ENSMUSG00000054871,chr9,-,123259053,123260764,123259688,123260545,"[[123259688, 123260764]]",Tmem158
ENSMUSG00000054874,chr19,-,5664635,5688908,5665056,5688149,"[[5665056, 5688908]]",Pcnx3
ENSMUSG00000054889,chr13,+,38151294,38198577,38151589,38197929,"[[38151294, 38197929]]",Dsp
ENSMUSG00000054892,chr5,-,72695978,72752777,72696574,72752694,"[[72696574, 72752777]]",Txk
ENSMUSG00000054893,chr7,+,6286579,6307883,6289405,6306161,"[[6286579, 6306161]]",Zfp667
ENSMUSG00000054894,chr12,+,69724950,69744660,69737955,69743830,"[[69724950, 69743830]]",Dmac2l
ENSMUSG00000054901,chr17,+,80307407,80388689,80335318,80388333,"[[80307407, 80388333]]",Arhgef33
ENSMUSG00000054920,chr5,+,65107539,65168188,65131397,65167024,"[[65107539, 65167024]]",Klhl5
ENSMUSG00000054931,chr13,+,21478907,21485507,21479093,21484733,"[[21478907, 21484733]]",Zkscan4
ENSMUSG00000054932,chr5,+,90490737,90508907,90490781,90508471,"[[90490737, 90508471]]",Afp
ENSMUSG00000054934,chr10,-,116417861,116473878,116418241,116473521,"[[116418241, 116473878]]",Kcnmb4
ENSMUSG00000054939,chr16,+,3847268,3858880,3847873,3854809,"[[3847268, 3854809]]",Zfp174
ENSMUSG00000054942,chr3,-,152273849,152340407,152276638,152337824,"[[152276638, 152340407]]",Miga1
ENSMUSG00000054951,chr17,-,40875482,40880559,40879994,40880536,"[[40879994, 40880559]]",9130008F23Rik
ENSMUSG00000054958,chr4,+,123201504,123216275,123201558,123216204,"[[123201504, 123216204]]",Nt5c1a
ENSMUSG00000054966,chr6,-,145393459,145450767,145397351,145433765,"[[145397351, 145450767]]",Lmntd1
ENSMUSG00000054967,chr15,-,76910371,76925448,76910854,76918010,"[[76910854, 76925448]]",Zfp647
ENSMUSG00000054976,chr1,+,81076950,81341764,81087273,81336738,"[[81076950, 81336738]]",Nyap2
ENSMUSG00000054978,chr9,-,65388684,65391652,65390279,65391652,"[[65390279, 65391652]]",Kbtbd13
ENSMUSG00000054986,chr11,+,4064841,4077736,4064952,4076364,"[[4064841, 4076364]]",Sec14l3
ENSMUSG00000054988,chr3,-,20314473,20367177,20315364,20316440,"[[20315364, 20367177]]",Agtr1b
ENSMUSG00000054999,chr19,+,6105782,6115792,6105798,6115552,"[[6105782, 6115552]]",Naaladl1
ENSMUSG00000055003,chr6,-,119315133,119330766,119317059,119323715,"[[119317059, 119330766]]",Lrtm2
ENSMUSG00000055013,chr1,+,89454806,89897617,89455430,89888891,"[[89454806, 89888891]]",Agap1
ENSMUSG00000055022,chr15,+,92051165,92341967,92216387,92339586,"[[92051165, 92339586]]",Cntn1
ENSMUSG00000055024,chr15,+,81585397,81652077,81586629,81650979,"[[81585397, 81650979]]",Ep300
ENSMUSG00000055026,chr7,-,56716465,57387188,56724416,57386773,"[[56724416, 57387188]]",Gabrg3
ENSMUSG00000055027,chr6,-,71213940,71322233,71215754,71321949,"[[71215754, 71322233]]",Smyd1
ENSMUSG00000055033,chr1,+,174155633,174162195,174158775,174159737,"[[174155633, 174159737]]",Olfr420
ENSMUSG00000055041,chr15,+,76899910,76901305,76900405,76901076,"[[76899910, 76901076]]",Commd5
ENSMUSG00000055044,chr19,-,40221173,40271842,40222588,40271441,"[[40222588, 40271842]]",Pdlim1
