mouse_ensembl_gene,chromosome,KO_intervals,KO_ttaas
ENSMUSG00000034796,8,"[[123117378, 123134574]]",55
ENSMUSG00000034799,8,"[[71629426, 71671757]]",85
ENSMUSG00000034807,8,"[[71610998, 71623757]]",30
ENSMUSG00000034829,8,"[[71562612, 71566601]]",9
ENSMUSG00000034845,8,"[[71498402, 71511752]]",39
ENSMUSG00000034863,8,"[[71476388, 71485963]]",19
ENSMUSG00000034880,8,"[[71464959, 71465460]]",0
ENSMUSG00000034911,8,"[[71385619, 71395785]]",26
ENSMUSG00000035057,8,"[[83348471, 83379242]]",165
ENSMUSG00000035151,8,"[[83316319, 83332486]]",96
ENSMUSG00000035237,8,"[[105939575, 105943382]]",9
ENSMUSG00000035439,8,"[[71251397, 71272934]]",63
ENSMUSG00000035559,8,"[[70758989, 70760946]]",3
ENSMUSG00000035569,8,"[[122884154, 123042277]]",839
ENSMUSG00000035671,8,"[[84211949, 84237055]]",77
ENSMUSG00000035770,8,"[[104420585, 104443047]]",97
ENSMUSG00000035824,8,"[[104228256, 104248558]]",55
ENSMUSG00000035930,8,"[[110029817, 110039740]]",32
ENSMUSG00000035964,8,"[[70484306, 70487358]]",2
ENSMUSG00000036054,8,"[[70234226, 70260586]]",91
ENSMUSG00000036120,8,"[[70133396, 70139154]]",15
ENSMUSG00000036151,8,"[[70072924, 70079825]]",10
ENSMUSG00000036180,8,"[[69909847, 69996384]]",354
ENSMUSG00000036199,8,"[[69894224, 69902558]]",27
ENSMUSG00000036246,8,"[[69808679, 69820973]]",31
ENSMUSG00000036270,8,"[[105880881, 105892859]]",21
ENSMUSG00000036306,8,"[[69135506, 69184225]]",196
ENSMUSG00000036330,8,"[[69038798, 69089235]]",264
ENSMUSG00000036356,8,"[[68358427, 68735146]]",2226
ENSMUSG00000036437,8,"[[66697192, 66705185]]",39
ENSMUSG00000036442,8,"[[105855132, 105856275]]",0
ENSMUSG00000036469,8,"[[65618009, 66468527]]",6062
ENSMUSG00000036510,8,"[[99024822, 99416471]]",3033
ENSMUSG00000036534,8,"[[95837572, 95853539]]",67
ENSMUSG00000036550,8,"[[95720410, 95807464]]",692
ENSMUSG00000036564,8,"[[95676980, 95713329]]",77
ENSMUSG00000036598,8,"[[95534085, 95558820]]",99
ENSMUSG00000036672,8,"[[105844875, 105852054]]",25
ENSMUSG00000036686,8,"[[84133240, 84147936]]",37
ENSMUSG00000036712,8,"[[88697028, 88747010]]",455
ENSMUSG00000036779,8,"[[88199213, 88257272]]",355
ENSMUSG00000036810,8,"[[88118769, 88133826]]",112
ENSMUSG00000036840,8,"[[86725009, 86745934]]",148
ENSMUSG00000036872,8,"[[86505221, 86580686]]",290
ENSMUSG00000036879,8,"[[85841002, 86059439]]",1446
ENSMUSG00000036902,8,"[[85640539, 85700924]]",485
ENSMUSG00000036913,8,"[[124793092, 124829082]]",101
ENSMUSG00000036934,8,"[[85409775, 85432833]]",202
ENSMUSG00000036977,8,"[[79711820, 79775159]]",429
ENSMUSG00000036990,8,"[[79639618, 79673979]]",271
ENSMUSG00000037022,8,"[[79267931, 79294937]]",162
ENSMUSG00000037101,8,"[[78213297, 78393680]]",1128
ENSMUSG00000037103,8,"[[84097456, 84104763]]",12
ENSMUSG00000037134,8,"[[77549397, 77581246]]",215
ENSMUSG00000037148,8,"[[77250922, 77517953]]",1278
ENSMUSG00000037214,8,"[[26158141, 26162796]]",26
ENSMUSG00000037234,8,"[[26031893, 26119224]]",678
ENSMUSG00000037251,8,"[[25982877, 25994133]]",32
ENSMUSG00000037260,8,"[[25945137, 25976753]]",131
ENSMUSG00000037296,8,"[[25785288, 25802095]]",120
ENSMUSG00000037300,8,"[[124672086, 124721983]]",187
ENSMUSG00000037316,8,"[[25767927, 25785287]]",118
ENSMUSG00000037363,8,"[[25578745, 25597582]]",128
ENSMUSG00000037406,8,"[[25025572, 25038962]]",66
ENSMUSG00000037415,8,"[[105771590, 105827350]]",217
ENSMUSG00000037437,8,"[[24836319, 24948804]]",651
ENSMUSG00000037492,8,"[[23636019, 24059758]]",2148
ENSMUSG00000037656,8,"[[22476788, 22568417]]",499
ENSMUSG00000037725,8,"[[22168734, 22185819]]",143
ENSMUSG00000037738,8,"[[22073932, 22125053]]",252
ENSMUSG00000037852,8,"[[64593126, 64693054]]",592
ENSMUSG00000037921,8,"[[61928087, 62037131]]",782
ENSMUSG00000037940,8,"[[81342558, 82122732]]",5353
ENSMUSG00000037993,8,"[[109548402, 109565861]]",52
ENSMUSG00000038000,8,"[[105698259, 105701084]]",5
ENSMUSG00000038005,8,"[[60890418, 60907465]]",117
ENSMUSG00000038064,8,"[[47824482, 47825188]]",1
ENSMUSG00000038069,8,"[[47710988, 47713932]]",15
ENSMUSG00000038102,8,"[[47490877, 47533467]]",266
ENSMUSG00000038143,8,"[[47186380, 47413837]]",1250
ENSMUSG00000038173,8,"[[46986887, 47093196]]",535
ENSMUSG00000038193,8,"[[57320983, 57323857]]",8
ENSMUSG00000038206,8,"[[56551090, 56591620]]",342
ENSMUSG00000038215,8,"[[56531693, 56551047]]",153
ENSMUSG00000038225,8,"[[46578927, 46617208]]",292
ENSMUSG00000038250,8,"[[80981822, 81014928]]",246
ENSMUSG00000038257,8,"[[55940509, 56125349]]",1495
ENSMUSG00000038291,8,"[[46033745, 46152159]]",685
ENSMUSG00000038365,8,"[[13907803, 13939649]]",158
ENSMUSG00000038398,8,"[[13785615, 13798471]]",66
ENSMUSG00000038416,8,"[[13757676, 13781628]]",176
ENSMUSG00000038457,8,"[[13435459, 13461366]]",78
ENSMUSG00000038482,8,"[[13338751, 13377286]]",138
ENSMUSG00000038497,8,"[[13288211, 13321045]]",135
ENSMUSG00000038506,8,"[[13257900, 13288131]]",154
ENSMUSG00000038508,8,"[[70629546, 70632456]]",5
ENSMUSG00000038515,8,"[[13177056, 13200620]]",84
ENSMUSG00000038542,8,"[[13078203, 13105459]]",130
ENSMUSG00000038604,8,"[[105605255, 105621899]]",36
ENSMUSG00000038697,8,"[[123997312, 124021397]]",114
ENSMUSG00000038872,8,"[[107942644, 108957099]]",4960
ENSMUSG00000038894,8,"[[10987013, 11008458]]",85
ENSMUSG00000039057,8,"[[10153911, 10633647]]",2395
ENSMUSG00000039067,8,"[[107580887, 107588464]]",30
ENSMUSG00000039199,8,"[[105472604, 105496870]]",93
ENSMUSG00000039328,8,"[[31111820, 31128690]]",63
ENSMUSG00000039375,8,"[[54629794, 54887150]]",1909
ENSMUSG00000039396,8,"[[53587148, 53639065]]",351
ENSMUSG00000039431,8,"[[40551554, 40634792]]",584
ENSMUSG00000039470,8,"[[40423815, 40474772]]",388
ENSMUSG00000039478,8,"[[40307458, 40382174]]",655
ENSMUSG00000039509,8,"[[123899377, 123949265]]",281
ENSMUSG00000039530,8,"[[39005845, 39164838]]",1000
ENSMUSG00000039539,8,"[[37523265, 38661508]]",9252
ENSMUSG00000039620,8,"[[36457548, 36512585]]",278
ENSMUSG00000039633,8,"[[36217446, 36249516]]",175
ENSMUSG00000039661,8,"[[31089471, 31096385]]",26
ENSMUSG00000039720,8,"[[27197542, 27223828]]",120
ENSMUSG00000039814,8,"[[18933497, 18950975]]",63
ENSMUSG00000039842,8,"[[18595131, 18801458]]",1083
ENSMUSG00000039960,8,"[[123653929, 123661313]]",23
ENSMUSG00000040010,8,"[[121883043, 121907694]]",49
ENSMUSG00000040028,8,"[[4289603, 4325413]]",211
ENSMUSG00000040220,8,"[[123518834, 123536519]]",61
ENSMUSG00000040236,8,"[[3676299, 3679587]]",14
ENSMUSG00000040263,8,"[[121796550, 121829569]]",92
ENSMUSG00000040340,8,"[[3470862, 3487155]]",70
ENSMUSG00000040396,8,"[[9977707, 9988415]]",56
ENSMUSG00000040459,8,"[[8667255, 8690521]]",159
ENSMUSG00000040631,8,"[[94865132, 94876330]]",20
ENSMUSG00000041203,8,"[[85026823, 85029979]]",12
ENSMUSG00000041308,8,"[[106935750, 107011599]]",448
ENSMUSG00000041438,8,"[[106893636, 106922978]]",128
ENSMUSG00000041515,8,"[[120736358, 120755172]]",51
ENSMUSG00000041679,8,"[[105312780, 105326276]]",47
ENSMUSG00000041949,8,"[[106683068, 106850352]]",895
ENSMUSG00000042269,8,"[[120166575, 120177466]]",20
ENSMUSG00000042353,8,"[[80611080, 80695353]]",440
ENSMUSG00000042812,8,"[[121084386, 121086876]]",3
ENSMUSG00000042870,8,"[[75033705, 75069401]]",112
ENSMUSG00000043051,8,"[[125054195, 125261145]]",743
ENSMUSG00000043068,8,"[[124741047, 124751832]]",29
ENSMUSG00000043243,8,"[[71597648, 71607699]]",15
ENSMUSG00000043251,8,"[[105289964, 105296098]]",17
ENSMUSG00000043664,8,"[[71555090, 71558871]]",7
ENSMUSG00000043668,8,"[[90248277, 90348343]]",663
ENSMUSG00000043687,8,"[[120608975, 120647632]]",115
ENSMUSG00000043903,8,"[[122258620, 122271361]]",7
ENSMUSG00000044006,8,"[[69880861, 69887687]]",7
ENSMUSG00000044014,8,"[[66680742, 66688128]]",45
ENSMUSG00000044222,8,"[[21946762, 21948619]]",10
ENSMUSG00000044287,8,"[[105893567, 105894905]]",3
ENSMUSG00000044433,8,"[[3587293, 3608900]]",63
ENSMUSG00000044600,8,"[[72567796, 72571088]]",13
ENSMUSG00000044676,8,"[[110079762, 110090178]]",41
ENSMUSG00000044748,8,"[[21776599, 21794573]]",97
ENSMUSG00000045128,8,"[[70895379, 70897412]]",4
ENSMUSG00000045232,8,"[[84043096, 84045000]]",5
ENSMUSG00000045246,8,"[[119625652, 119635680]]",19
ENSMUSG00000045248,8,"[[72495490, 72548270]]",190
ENSMUSG00000045333,8,"[[87662481, 87959595]]",962
ENSMUSG00000045538,8,"[[106009805, 106011882]]",5
ENSMUSG00000045636,8,"[[40993423, 41133726]]",859
ENSMUSG00000045969,8,"[[11555571, 11562118]]",17
ENSMUSG00000046108,8,"[[122422020, 122423565]]",4
ENSMUSG00000046152,8,"[[31187331, 31260130]]",348
ENSMUSG00000046258,8,"[[55871129, 55906948]]",222
ENSMUSG00000046295,8,"[[71406010, 71409396]]",2
ENSMUSG00000046354,8,"[[19194357, 19195209]]",5
ENSMUSG00000046408,8,"[[84001502, 84004622]]",10
ENSMUSG00000046441,8,"[[110215665, 110223360]]",35
ENSMUSG00000046556,8,"[[95327831, 95331950]]",13
ENSMUSG00000046589,8,"[[4226827, 4236161]]",29
ENSMUSG00000046691,8,"[[106886305, 106893601]]",38
ENSMUSG00000046707,8,"[[95453370, 95488827]]",262
ENSMUSG00000046714,8,"[[121116171, 121118096]]",1
ENSMUSG00000046718,8,"[[71534693, 71537456]]",6
ENSMUSG00000046794,8,"[[35375739, 35384860]]",51
ENSMUSG00000046844,8,"[[114205630, 114371742]]",836
ENSMUSG00000047171,8,"[[46292239, 46294671]]",10
ENSMUSG00000047264,8,"[[3493138, 3497132]]",7
ENSMUSG00000047286,8,"[[83535780, 83542087]]",46
ENSMUSG00000047388,8,"[[116943393, 116958056]]",66
ENSMUSG00000047495,8,"[[14095865, 14846705]]",3317
ENSMUSG00000047654,8,"[[69902184, 69903126]]",0
ENSMUSG00000047710,8,"[[13869641, 13880249]]",54
ENSMUSG00000047747,8,"[[82863356, 83083551]]",1285
ENSMUSG00000047866,8,"[[86624043, 86716468]]",544
ENSMUSG00000047986,8,"[[84021471, 84030062]]",19
ENSMUSG00000048148,8,"[[72646711, 72711888]]",223
ENSMUSG00000048310,8,"[[105900441, 105929965]]",133
ENSMUSG00000048371,8,"[[104591451, 104595116]]",12
ENSMUSG00000048400,8,"[[95559295, 95575455]]",59
ENSMUSG00000048478,8,"[[123212832, 123222026]]",39
ENSMUSG00000048500,8,"[[21929873, 21932710]]",14
ENSMUSG00000048617,8,"[[84946991, 84956224]]",49
ENSMUSG00000048644,8,"[[4258384, 4259274]]",0
ENSMUSG00000048827,8,"[[109614517, 109674383]]",262
ENSMUSG00000048967,8,"[[69887820, 69902712]]",45
ENSMUSG00000049184,8,"[[33386325, 33416658]]",271
ENSMUSG00000049482,8,"[[122476143, 122481653]]",2
ENSMUSG00000049577,8,"[[122282141, 122337188]]",86
ENSMUSG00000049717,8,"[[9971046, 9977686]]",43
ENSMUSG00000049988,8,"[[70616155, 70620660]]",14
ENSMUSG00000050052,8,"[[13953790, 13975032]]",74
ENSMUSG00000050079,8,"[[94601937, 94658797]]",410
ENSMUSG00000050147,8,"[[72761880, 72763334]]",2
ENSMUSG00000050271,8,"[[36094828, 36147414]]",235
ENSMUSG00000050357,8,"[[105686274, 105698140]]",27
ENSMUSG00000050751,8,"[[124370494, 124439658]]",218
ENSMUSG00000050914,8,"[[45997616, 45999867]]",17
ENSMUSG00000050930,8,"[[125669818, 125672542]]",3
ENSMUSG00000051147,8,"[[67494858, 67502109]]",39
ENSMUSG00000051176,8,"[[43295599, 43306980]]",60
ENSMUSG00000051495,8,"[[126591116, 126593986]]",5
ENSMUSG00000051648,8,"[[105382942, 105413502]]",139
ENSMUSG00000051671,8,"[[126422515, 126425095]]",13
ENSMUSG00000051839,8,"[[80493781, 80509471]]",119
ENSMUSG00000051952,8,"[[85225988, 85231432]]",35
ENSMUSG00000051978,8,"[[14028083, 14090301]]",339
ENSMUSG00000052456,8,"[[85018127, 85025281]]",25
ENSMUSG00000052488,8,"[[72461318, 72475226]]",30
ENSMUSG00000052557,8,"[[117158135, 117204325]]",151
ENSMUSG00000052566,8,"[[84990603, 85003008]]",34
ENSMUSG00000052616,8,"[[104447146, 104509887]]",461
ENSMUSG00000052794,8,"[[72443880, 72460148]]",68
ENSMUSG00000052819,8,"[[85007564, 85014531]]",20
ENSMUSG00000052837,8,"[[84977398, 84978718]]",1
ENSMUSG00000052906,8,"[[33621533, 33641967]]",101
ENSMUSG00000052926,8,"[[84957726, 84969767]]",60
ENSMUSG00000052934,8,"[[121552226, 121578806]]",62
ENSMUSG00000053226,8,"[[84816291, 84822823]]",29
ENSMUSG00000053399,8,"[[113698972, 113848615]]",835
ENSMUSG00000053490,8,"[[65000198, 65018584]]",100
ENSMUSG00000053560,8,"[[84662089, 84662854]]",2
ENSMUSG00000053626,8,"[[64016049, 64206271]]",1527
ENSMUSG00000053693,8,"[[84911930, 84937359]]",76
ENSMUSG00000053886,8,"[[68276567, 68347268]]",361
ENSMUSG00000054162,8,"[[62951009, 63355378]]",3198
ENSMUSG00000054191,8,"[[84901928, 84904936]]",7
ENSMUSG00000054320,8,"[[105413622, 105463965]]",317
ENSMUSG00000054400,8,"[[104250861, 104263510]]",80
ENSMUSG00000054408,8,"[[54523266, 54529998]]",57
ENSMUSG00000054717,8,"[[57511907, 57514124]]",10
ENSMUSG00000054764,8,"[[45069137, 45088062]]",127
ENSMUSG00000054823,8,"[[25601601, 25714397]]",766
ENSMUSG00000055148,8,"[[72319033, 72320916]]",2
ENSMUSG00000055368,8,"[[92960079, 92997646]]",136
ENSMUSG00000055435,8,"[[115693162, 115707794]]",81
ENSMUSG00000055553,8,"[[70508335, 70527956]]",84
ENSMUSG00000055675,8,"[[15011025, 15029301]]",51
ENSMUSG00000055681,8,"[[70302518, 70312903]]",25
ENSMUSG00000055707,8,"[[70451441, 70476968]]",61
ENSMUSG00000055835,8,"[[111643401, 111670557]]",156
ENSMUSG00000055932,8,"[[91313525, 91666432]]",1878
ENSMUSG00000055976,8,"[[35824887, 35826559]]",6
ENSMUSG00000055994,8,"[[88647315, 88686699]]",140
ENSMUSG00000056019,8,"[[71882019, 71890909]]",49
ENSMUSG00000056155,8,"[[84173908, 84176552]]",4
ENSMUSG00000056204,8,"[[70650510, 70660388]]",33
ENSMUSG00000056228,8,"[[11514049, 11550783]]",101
ENSMUSG00000056313,8,"[[24438579, 24438984]]",1
ENSMUSG00000056608,8,"[[90828352, 91051969]]",1495
ENSMUSG00000056820,8,"[[125012997, 125032871]]",78
ENSMUSG00000056973,8,"[[93166258, 93197838]]",143
ENSMUSG00000057060,8,"[[126138995, 126394664]]",928
ENSMUSG00000057228,8,"[[60505932, 60545261]]",243
ENSMUSG00000057672,8,"[[83670168, 83699179]]",61
ENSMUSG00000057788,8,"[[70293511, 70302489]]",23
ENSMUSG00000058019,8,"[[93499381, 93535830]]",163
ENSMUSG00000058056,8,"[[61513355, 61902690]]",2372
ENSMUSG00000058301,8,"[[70332626, 70353278]]",42
ENSMUSG00000058355,8,"[[79685233, 79711740]]",226
ENSMUSG00000058833,8,"[[70504440, 70506752]]",4
ENSMUSG00000059230,8,"[[19198706, 19201307]]",15
ENSMUSG00000059355,8,"[[85080740, 85082009]]",2
ENSMUSG00000059463,8,"[[19140759, 19142746]]",5
ENSMUSG00000059854,8,"[[110266977, 110610054]]",1695
ENSMUSG00000060038,8,"[[85071757, 85075026]]",7
ENSMUSG00000060098,8,"[[106210936, 106251646]]",193
ENSMUSG00000060212,8,"[[125752142, 125898317]]",531
ENSMUSG00000060470,8,"[[95017692, 95044514]]",97
ENSMUSG00000060560,8,"[[105131800, 105149517]]",63
ENSMUSG00000060924,8,"[[15895720, 17535281]]",10157
ENSMUSG00000061048,8,"[[106510891, 106555447]]",221
ENSMUSG00000061313,8,"[[25727659, 25754596]]",193
ENSMUSG00000061410,8,"[[121602233, 121652901]]",148
ENSMUSG00000061561,8,"[[72083177, 72100703]]",91
ENSMUSG00000061577,8,"[[94923694, 94942129]]",59
ENSMUSG00000061974,8,"[[47822143, 47822802]]",1
ENSMUSG00000062007,8,"[[72189638, 72200777]]",44
ENSMUSG00000062181,8,"[[105083755, 105093259]]",31
ENSMUSG00000062380,8,"[[123411424, 123421679]]",42
ENSMUSG00000062991,8,"[[31818031, 32884797]]",6895
ENSMUSG00000063049,8,"[[47668669, 47675158]]",38
ENSMUSG00000063253,8,"[[83430570, 83458349]]",202
ENSMUSG00000063362,8,"[[22060721, 22068149]]",63
ENSMUSG00000063605,8,"[[94903265, 94918098]]",24
ENSMUSG00000063626,8,"[[28652771, 29219636]]",3507
ENSMUSG00000063672,8,"[[23153269, 23157812]]",12
ENSMUSG00000064125,8,"[[4210522, 4217459]]",10
ENSMUSG00000064325,8,"[[79972336, 80058006]]",623
ENSMUSG00000065954,8,"[[25159755, 25241752]]",390
ENSMUSG00000066880,8,"[[71908635, 71933504]]",135
ENSMUSG00000069633,8,"[[3457232, 3467680]]",40
ENSMUSG00000069867,8,"[[122619737, 122622739]]",6
ENSMUSG00000069895,8,"[[109731568, 109737739]]",12
ENSMUSG00000069920,8,"[[105253558, 105255153]]",2
ENSMUSG00000069971,8,"[[87563853, 87589093]]",100
ENSMUSG00000070000,8,"[[71708812, 71725716]]",39
ENSMUSG00000070002,8,"[[70539457, 70591611]]",173
ENSMUSG00000070003,8,"[[70597742, 70608872]]",12
ENSMUSG00000070044,8,"[[45339302, 45382291]]",268
ENSMUSG00000070047,8,"[[44935447, 45051406]]",748
ENSMUSG00000070056,8,"[[35587798, 35676760]]",431
ENSMUSG00000071064,8,"[[79028437, 79190483]]",766
ENSMUSG00000071076,8,"[[70698949, 70700080]]",0
ENSMUSG00000071078,8,"[[70131333, 70133213]]",4
ENSMUSG00000071103,8,"[[45953749, 45975252]]",168
ENSMUSG00000071104,8,"[[45934619, 45944119]]",49
ENSMUSG00000071113,8,"[[34115030, 34124715]]",40
ENSMUSG00000071176,8,"[[14911663, 14999827]]",280
ENSMUSG00000074030,8,"[[124895479, 124897705]]",1
ENSMUSG00000074037,8,"[[123407107, 123408454]]",0
ENSMUSG00000074063,8,"[[119434124, 119445902]]",30
ENSMUSG00000074064,8,"[[119394878, 119410518]]",43
ENSMUSG00000074127,8,"[[104281318, 104293178]]",56
ENSMUSG00000074151,8,"[[94434391, 94526226]]",365
ENSMUSG00000074194,8,"[[85109650, 85123095]]",84
ENSMUSG00000074217,8,"[[84010446, 84012171]]",1
ENSMUSG00000074240,8,"[[72204412, 72212996]]",26
ENSMUSG00000074247,8,"[[71469199, 71474651]]",9
ENSMUSG00000074384,8,"[[36993604, 36994578]]",1
ENSMUSG00000074491,8,"[[3707558, 3720651]]",67
ENSMUSG00000078144,8,"[[92901407, 92902225]]",2
ENSMUSG00000078908,8,"[[113635587, 113642127]]",20
ENSMUSG00000078931,8,"[[107047117, 107048614]]",1
ENSMUSG00000079003,8,"[[83997672, 83999872]]",2
ENSMUSG00000079019,8,"[[71689214, 71690362]]",3
ENSMUSG00000079033,8,"[[70139711, 70167282]]",76
ENSMUSG00000079042,8,"[[65035669, 65037336]]",13
ENSMUSG00000079057,8,"[[45306939, 45333216]]",184
ENSMUSG00000079112,8,"[[21958714, 21963917]]",8
ENSMUSG00000079157,8,"[[9207746, 9771161]]",3305
ENSMUSG00000084128,8,"[[106131497, 106136974]]",9
ENSMUSG00000085795,8,"[[26977325, 26980091]]",3
ENSMUSG00000087408,8,"[[70315775, 70331474]]",42
ENSMUSG00000087687,8,"[[3621551, 3623304]]",4
ENSMUSG00000089704,8,"[[124231391, 124343455]]",331
ENSMUSG00000089736,8,"[[4248214, 4251308]]",6
ENSMUSG00000090137,8,"[[70508335, 70510801]]",6
ENSMUSG00000090206,8,"[[95310566, 95325559]]",52
ENSMUSG00000090290,8,"[[126426975, 126475065]]",242
ENSMUSG00000091490,8,"[[43180541, 43193747]]",95
ENSMUSG00000093904,8,"[[126935018, 126945844]]",79
ENSMUSG00000094500,8,"[[33742311, 33747770]]",41
ENSMUSG00000094818,8,"[[21529032, 21529915]]",4
ENSMUSG00000096014,8,"[[12395295, 12397533]]",1
ENSMUSG00000096188,8,"[[104355130, 104395807]]",219
ENSMUSG00000096914,8,"[[57777185, 58912640]]",8474
ENSMUSG00000097084,8,"[[121127940, 121128969]]",0
ENSMUSG00000109523,8,"[[70329817, 70331474]]",0
ENSMUSG00000109718,8,"[[65013099, 65018523]]",23
ENSMUSG00000109764,8,"[[45269905, 45294859]]",184
ENSMUSG00000109941,8,"[[111056339, 111057189]]",0
ENSMUSG00000110430,8,"[[104293613, 104310145]]",112
ENSMUSG00000110622,8,"[[70703457, 70717564]]",19
ENSMUSG00000115067,8,"[[105985060, 105996423]]",45
ENSMUSG00000000088,9,"[[57521279, 57531779]]",82
ENSMUSG00000000167,9,"[[50617321, 50624991]]",60
ENSMUSG00000000168,9,"[[50636428, 50659780]]",126
ENSMUSG00000000171,9,"[[50597088, 50603812]]",32
ENSMUSG00000001014,9,"[[21029373, 21030491]]",5
ENSMUSG00000001348,9,"[[22127023, 22135711]]",30
ENSMUSG00000001349,9,"[[22099216, 22108228]]",13
ENSMUSG00000001366,9,"[[78081983, 78109065]]",170
ENSMUSG00000001774,9,"[[18292125, 18312918]]",197
ENSMUSG00000001833,9,"[[25252439, 25307549]]",576
ENSMUSG00000001942,9,"[[37555698, 37646521]]",496
ENSMUSG00000001943,9,"[[37539255, 37544139]]",17
ENSMUSG00000001946,9,"[[37528078, 37537779]]",38
ENSMUSG00000001948,9,"[[37603343, 37613722]]",92
ENSMUSG00000002028,9,"[[44807905, 44881296]]",382
ENSMUSG00000002031,9,"[[44772910, 44790577]]",94
ENSMUSG00000002032,9,"[[44794978, 44799307]]",16
ENSMUSG00000002033,9,"[[44970711, 44980431]]",35
ENSMUSG00000002820,9,"[[21265293, 21273433]]",29
ENSMUSG00000002825,9,"[[21411837, 21420185]]",23
ENSMUSG00000003131,9,"[[45968691, 46012690]]",264
ENSMUSG00000003299,9,"[[21002738, 21008636]]",18
ENSMUSG00000003308,9,"[[21230705, 21239361]]",24
ENSMUSG00000003309,9,"[[21295835, 21312337]]",60
ENSMUSG00000003402,9,"[[22002806, 22013159]]",22
ENSMUSG00000003410,9,"[[22016461, 22052023]]",107
ENSMUSG00000004096,9,"[[14500617, 14510326]]",62
ENSMUSG00000004098,9,"[[20770838, 20815067]]",115
ENSMUSG00000004099,9,"[[20907524, 20959888]]",163
ENSMUSG00000004100,9,"[[20888175, 20892043]]",13
ENSMUSG00000004661,9,"[[57790590, 57836793]]",244
ENSMUSG00000004771,9,"[[64716852, 64737758]]",189
ENSMUSG00000004936,9,"[[64186688, 64253631]]",373
ENSMUSG00000005131,9,"[[53403337, 53432560]]",167
ENSMUSG00000005800,9,"[[7558456, 7567535]]",54
ENSMUSG00000006235,9,"[[21959062, 21963506]]",8
ENSMUSG00000006241,9,"[[21927471, 21935797]]",33
ENSMUSG00000006673,9,"[[108516806, 108559435]]",286
ENSMUSG00000006675,9,"[[108579091, 108597667]]",60
ENSMUSG00000006676,9,"[[108490602, 108501953]]",17
ENSMUSG00000006932,9,"[[120929216, 120959514]]",166
ENSMUSG00000006941,9,"[[120492232, 120494954]]",8
ENSMUSG00000007656,9,"[[75037614, 75056802]]",163
ENSMUSG00000007815,9,"[[108306129, 108336818]]",201
ENSMUSG00000007892,9,"[[61913327, 61914542]]",6
ENSMUSG00000007908,9,"[[76014855, 76133862]]",876
ENSMUSG00000008429,9,"[[25108847, 25151820]]",333
ENSMUSG00000008590,9,"[[48935903, 48964990]]",156
ENSMUSG00000009741,9,"[[113930934, 113975380]]",330
ENSMUSG00000009828,9,"[[78109192, 78167751]]",284
ENSMUSG00000009927,9,"[[44407139, 44410045]]",17
ENSMUSG00000010044,9,"[[107547298, 107551033]]",3
ENSMUSG00000010045,9,"[[107533945, 107538063]]",10
ENSMUSG00000010047,9,"[[107567945, 107572465]]",6
ENSMUSG00000010048,9,"[[107587642, 107592552]]",13
ENSMUSG00000010051,9,"[[107576927, 107580470]]",6
ENSMUSG00000010054,9,"[[107563255, 107564909]]",2
ENSMUSG00000010057,9,"[[107542226, 107545555]]",4
ENSMUSG00000010064,9,"[[107651937, 107669530]]",29
ENSMUSG00000010066,9,"[[107399612, 107527461]]",314
ENSMUSG00000010067,9,"[[107551555, 107561542]]",41
ENSMUSG00000010205,9,"[[21075353, 21092008]]",57
ENSMUSG00000010607,9,"[[22156846, 22158207]]",5
ENSMUSG00000010651,9,"[[119148341, 119157093]]",15
ENSMUSG00000010660,9,"[[119071805, 119093502]]",48
ENSMUSG00000011114,9,"[[37649361, 37657312]]",49
ENSMUSG00000011118,9,"[[37661077, 37669235]]",33
ENSMUSG00000011958,9,"[[69989466, 70007112]]",143
ENSMUSG00000013076,9,"[[14547795, 14645056]]",357
